fid,ID_UNICO,nome_1KM,nome_5KM,nome_10KM,nome_50KM,nome_100KM,nome_500KM,QUADRANTE,MASC,FEM,POP,DOM_OCU,area,perimeter,xcoord,ycoord
"6880",1KME6953N10304,1KME6953N10304,5KME6950N10300,10KME6950N10300,50KME6950N10300,100KME6900N10250,500KME6800N9850,ID_58,"19","16","35","8",1001889.83239746,4004.14439246362,-35.9949620634194,-8.72664193368786
"6881",1KME6953N10305,1KME6953N10305,5KME6950N10305,10KME6950N10300,50KME6950N10300,100KME6900N10250,500KME6800N9850,ID_58,"0","0","0","0",1001891.03601074,4004.14629541981,-35.9955544160206,-8.71773928866397
"6882",1KME6953N10306,1KME6953N10306,5KME6950N10305,10KME6950N10300,50KME6950N10300,100KME6900N10250,500KME6800N9850,ID_58,"0","0","0","0",1001892.16906738,4004.14805580095,-35.9961467297742,-8.70883655604588
"6883",1KME6953N10307,1KME6953N10307,5KME6950N10305,10KME6950N10300,50KME6950N10300,100KME6900N10250,500KME6800N9850,ID_58,"0","0","0","0",1001893.421875,4004.15005616715,-35.9967390043113,-8.69993373610312
"6884",1KME6953N10308,1KME6953N10308,5KME6950N10305,10KME6950N10300,50KME6950N10300,100KME6900N10250,500KME6800N9850,ID_58,"10","10","20","3",1001894.50976563,4004.15172838888,-35.9973312400966,-8.69103082901735
"6885",1KME6953N10309,1KME6953N10309,5KME6950N10305,10KME6950N10300,50KME6950N10300,100KME6900N10250,500KME6800N9850,ID_58,"0","0","0","0",1001895.76794434,4004.15373465466,-35.9979234370768,-8.68212783408442
"6886",1KME6953N10313,1KME6953N10313,5KME6950N10310,10KME6950N10310,50KME6950N10300,100KME6900N10250,500KME6800N9850,ID_58,"0","0","0","0",1001900.54772949,4004.16125718744,-36.0002918358596,-8.64651497244433
"6887",1KME6953N10314,1KME6953N10314,5KME6950N10310,10KME6950N10310,50KME6950N10300,100KME6900N10250,500KME6800N9850,ID_58,"2","2","4","1",1001901.73291016,4004.16311779191,-36.0008838385052,-8.63761153558584
"6888",1KME6953N10315,1KME6953N10315,5KME6950N10315,10KME6950N10310,50KME6950N10300,100KME6900N10250,500KME6800N9850,ID_58,"3","5","8","3",1001902.93432617,4004.16500819575,-36.0014758019537,-8.62870800990972
"6889",1KME6953N10316,1KME6953N10316,5KME6950N10315,10KME6950N10310,50KME6950N10300,100KME6900N10250,500KME6800N9850,ID_58,"17","21","38","13",1001904.22229004,4004.16707249285,-36.0020677264393,-8.61980439489424
"6890",1KME6953N10317,1KME6953N10317,5KME6950N10315,10KME6950N10310,50KME6950N10300,100KME6900N10250,500KME6800N9850,ID_58,"0","0","0","0",1001905.43383789,4004.16898117256,-36.0026596126035,-8.61090069063151
"6891",1KME6953N10318,1KME6953N10318,5KME6950N10315,10KME6950N10310,50KME6950N10300,100KME6900N10250,500KME6800N9850,ID_58,"16","25","41","8",1001906.56164551,4004.17072112124,-36.0032514592978,-8.60199689665093
"6892",1KME6953N10319,1KME6953N10319,5KME6950N10315,10KME6950N10310,50KME6950N10300,100KME6900N10250,500KME6800N9850,ID_58,"11","20","31","6",1001907.77661133,4004.17263558789,-36.0038432673169,-8.59309301306385
"6893",1KME6953N10320,1KME6953N10320,5KME6950N10320,10KME6950N10320,50KME6950N10300,100KME6900N10250,500KME6800N9850,ID_58,"0","0","0","0",1001908.95373535,4004.17447369126,-36.0044350363583,-8.58418903950611
"6894",1KME6953N10321,1KME6953N10321,5KME6950N10320,10KME6950N10320,50KME6950N10300,100KME6900N10250,500KME6800N9850,ID_58,"0","0","0","0",214640.998291016,2454.91650396239,-36.0038344449838,-8.57859448702439
"6895",1KME6953N10337,1KME6953N10337,5KME6950N10335,10KME6950N10330,50KME6950N10300,100KME6900N10250,500KME6800N9850,ID_58,"7","8","15","4",7914.72021484375,490.341753109309,-36.0103973765747,-8.4286748528711
"6896",1KME6953N10338,1KME6953N10338,5KME6950N10335,10KME6950N10330,50KME6950N10300,100KME6900N10250,500KME6800N9850,ID_58,"5","4","9","4",276168.620605469,2590.79509406822,-36.0120260705498,-8.42267834396618
"6897",1KME6953N10339,1KME6953N10339,5KME6950N10335,10KME6950N10330,50KME6950N10300,100KME6900N10250,500KME6800N9850,ID_58,"22","24","46","14",629861.290283203,3468.13914634898,-36.014126447338,-8.41438057497986
"6898",1KME6953N10340,1KME6953N10340,5KME6950N10340,10KME6950N10340,50KME6950N10300,100KME6900N10250,500KME6800N9850,ID_58,"8","6","14","3",988889.354492188,3920.97796721048,-36.0162091228331,-8.40603798274692
"6899",1KME6953N10341,1KME6953N10341,5KME6950N10340,10KME6950N10340,50KME6950N10300,100KME6900N10250,500KME6800N9850,ID_58,"2","0","2","2",1001934.14428711,4004.21380046192,-36.0168532178135,-8.39718444404236
"6900",1KME6953N10342,1KME6953N10342,5KME6950N10340,10KME6950N10340,50KME6950N10300,100KME6900N10250,500KME6800N9850,ID_58,"6","3","9","1",1001935.28295898,4004.21554101113,-36.0174441326524,-8.38827843938502
"6901",1KME6953N10343,1KME6953N10343,5KME6950N10340,10KME6950N10340,50KME6950N10300,100KME6900N10250,500KME6800N9850,ID_58,"12","9","21","5",1001936.51025391,4004.2174562821,-36.0180350088205,-8.37937233984924
"6902",1KME6953N10344,1KME6953N10344,5KME6950N10340,10KME6950N10340,50KME6950N10300,100KME6900N10250,500KME6800N9850,ID_58,"10","9","19","3",1001937.69775391,4004.21929521289,-36.0186258466287,-8.37046614514761
"6903",1KME6953N10345,1KME6953N10345,5KME6950N10345,10KME6950N10340,50KME6950N10300,100KME6900N10250,500KME6800N9850,ID_58,"6","5","11","3",1001938.91308594,4004.2211895054,-36.0192166453784,-8.3615598556204
"6904",1KME6953N10346,1KME6953N10346,5KME6950N10345,10KME6950N10340,50KME6950N10300,100KME6900N10250,500KME6800N9850,ID_58,"12","15","27","8",1001940.10473633,4004.22303377459,-36.0198074052995,-8.35265347107164
"6905",1KME6953N10347,1KME6953N10347,5KME6950N10345,10KME6950N10340,50KME6950N10300,100KME6900N10250,500KME6800N9850,ID_58,"0","0","0","0",1001941.32629395,4004.22493420864,-36.0203981263345,-8.34374699067293
"6906",1KME6953N10348,1KME6953N10348,5KME6950N10345,10KME6950N10340,50KME6950N10300,100KME6900N10250,500KME6800N9850,ID_58,"55","60","115","31",1001942.52050781,4004.22678375757,-36.0209888087179,-8.33484041435219
"6907",1KME6953N10349,1KME6953N10349,5KME6950N10345,10KME6950N10340,50KME6950N10300,100KME6900N10250,500KME6800N9850,ID_58,"56","42","98","31",1001943.73620605,4004.22867634361,-36.0215794524686,-8.32593374277658
"6908",1KME6954N10284,1KME6954N10284,5KME6950N10280,10KME6950N10280,50KME6950N10250,100KME6900N10250,500KME6800N9850,ID_58,"3","5","8","2",129912.903564453,1483.94312150394,-35.9766290137007,-8.901044627565
"6909",1KME6954N10285,1KME6954N10285,5KME6950N10285,10KME6950N10280,50KME6950N10250,100KME6900N10250,500KME6800N9850,ID_58,"44","39","83","16",455905.558837891,2898.73028958501,-35.9770059565686,-8.89539459137039
"6910",1KME6954N10286,1KME6954N10286,5KME6950N10285,10KME6950N10280,50KME6950N10250,100KME6900N10250,500KME6800N9850,ID_58,"0","0","0","0",345889.068359375,2668.41916011778,-35.9779726623823,-8.88709649539781
"6911",1KME6954N10287,1KME6954N10287,5KME6950N10285,10KME6950N10280,50KME6950N10250,100KME6900N10250,500KME6800N9850,ID_58,"2","1","3","1",92690.0327148438,2216.54016677087,-35.9795597614256,-8.87934189886715
"6912",1KME6954N10288,1KME6954N10288,5KME6950N10285,10KME6950N10280,50KME6950N10250,100KME6900N10250,500KME6800N9850,ID_58,"2","2","4","1",2029.57934570313,483.918682563233,-35.9805814135097,-8.87251133160854
"6913",1KME6954N10290,1KME6954N10290,5KME6950N10290,10KME6950N10290,50KME6950N10250,100KME6900N10250,500KME6800N9850,ID_58,"1","0","1","1",102851.900878906,1528.3621530811,-35.9808801890456,-8.847784482505
"6914",1KME6954N10291,1KME6954N10291,5KME6950N10290,10KME6950N10290,50KME6950N10250,100KME6900N10250,500KME6800N9850,ID_58,"7","6","13","3",812727.412109375,3639.90139325029,-35.9787836080599,-8.8412832976892
"6915",1KME6954N10292,1KME6954N10292,5KME6950N10290,10KME6950N10290,50KME6950N10250,100KME6900N10250,500KME6800N9850,ID_58,"13","7","20","6",1001859.01171875,4004.08871706882,-35.9786558257166,-8.8328928852523
"6916",1KME6954N10293,1KME6954N10293,5KME6950N10290,10KME6950N10290,50KME6950N10250,100KME6900N10250,500KME6800N9850,ID_58,"0","0","0","0",1001860.25268555,4004.09070861417,-35.9792489464389,-8.82399128320676
"6917",1KME6954N10294,1KME6954N10294,5KME6950N10290,10KME6950N10290,50KME6950N10250,100KME6900N10250,500KME6800N9850,ID_58,"0","0","0","0",1001861.37744141,4004.09246531272,-35.9798420283286,-8.81508959680737
"6918",1KME6954N10295,1KME6954N10295,5KME6950N10295,10KME6950N10290,50KME6950N10250,100KME6900N10250,500KME6800N9850,ID_58,"0","0","0","0",1001862.62365723,4004.09446270125,-35.9804350710637,-8.80618782502374
"6919",1KME6954N10296,1KME6954N10296,5KME6950N10295,10KME6950N10290,50KME6950N10250,100KME6900N10250,500KME6800N9850,ID_58,"0","0","0","0",1001863.84960938,4004.09642211804,-35.9810280750852,-8.79728596841804
"6920",1KME6954N10297,1KME6954N10297,5KME6950N10295,10KME6950N10290,50KME6950N10250,100KME6900N10250,500KME6800N9850,ID_58,"16","14","30","8",1001864.99401855,4004.09821359468,-35.9816210399287,-8.78838402644804
"6921",1KME6954N10298,1KME6954N10298,5KME6950N10295,10KME6950N10290,50KME6950N10250,100KME6900N10250,500KME6800N9850,ID_58,"80","73","153","44",1001866.171875,4004.10007327879,-35.9822139658861,-8.77948199897043
"6922",1KME6954N10299,1KME6954N10299,5KME6950N10295,10KME6950N10290,50KME6950N10250,100KME6900N10250,500KME6800N9850,ID_58,"5","5","10","2",1001867.41894531,4004.1020682961,-35.9828068531535,-8.77057988575156
"6923",1KME6954N10300,1KME6954N10300,5KME6950N10300,10KME6950N10300,50KME6950N10300,100KME6900N10250,500KME6800N9850,ID_58,"0","0","0","0",1001868.48828125,4004.10370899404,-35.9833997010851,-8.76167768657545
"6924",1KME6954N10301,1KME6954N10301,5KME6950N10300,10KME6950N10300,50KME6950N10300,100KME6900N10250,500KME6800N9850,ID_58,"25","29","54","9",1001869.7454834,4004.1057221715,-35.983992510054,-8.75277540120764
"6925",1KME6954N10302,1KME6954N10302,5KME6950N10300,10KME6950N10300,50KME6950N10300,100KME6900N10250,500KME6800N9850,ID_58,"0","0","0","0",1001870.96337891,4004.10765876489,-35.9845852803478,-8.74387302938093
"6926",1KME6954N10303,1KME6954N10303,5KME6950N10300,10KME6950N10300,50KME6950N10300,100KME6900N10250,500KME6800N9850,ID_58,"21","14","35","10",1001872.11706543,4004.10946587659,-35.9851780114293,-8.73497057125279
"6927",1KME6954N10304,1KME6954N10304,5KME6950N10300,10KME6950N10300,50KME6950N10300,100KME6900N10250,500KME6800N9850,ID_58,"19","14","33","6",1001873.24121094,4004.1112098254,-35.9857707038549,-8.7260680265218
"6928",1KME6954N10305,1KME6954N10305,5KME6950N10305,10KME6950N10300,50KME6950N10300,100KME6900N10250,500KME6800N9850,ID_58,"5","7","12","3",1001874.49133301,4004.11320744983,-35.9863633571026,-8.71716539462779
"6929",1KME6954N10306,1KME6954N10306,5KME6950N10305,10KME6950N10300,50KME6950N10300,100KME6900N10250,500KME6800N9850,ID_58,"5","7","12","2",1001875.8157959,4004.11535274287,-35.986955971349,-8.70826267548106
"6930",1KME6954N10307,1KME6954N10307,5KME6950N10305,10KME6950N10300,50KME6950N10300,100KME6900N10250,500KME6800N9850,ID_58,"34","28","62","14",1001876.91821289,4004.11705217075,-35.9875485469203,-8.69935986897613
"6931",1KME6954N10308,1KME6954N10308,5KME6950N10305,10KME6950N10300,50KME6950N10300,100KME6900N10250,500KME6800N9850,ID_58,"12","7","19","5",1001878.04187012,4004.11879370667,-35.9881410833371,-8.69045697483849
"6932",1KME6954N10309,1KME6954N10309,5KME6950N10305,10KME6950N10300,50KME6950N10300,100KME6900N10250,500KME6800N9850,ID_58,"6","8","14","2",1001879.34667969,4004.12089467889,-35.9887335810403,-8.68155399318099
"6933",1KME6954N10310,1KME6954N10310,5KME6950N10310,10KME6950N10310,50KME6950N10300,100KME6900N10250,500KME6800N9850,ID_58,"18","8","26","12",1001880.41967773,4004.12253576049,-35.9893260397999,-8.67265092338913
"6934",1KME6954N10311,1KME6954N10311,5KME6950N10310,10KME6950N10310,50KME6950N10300,100KME6900N10250,500KME6800N9850,ID_58,"2","0","2","1",1001881.62280273,4004.1244308748,-35.9899184593431,-8.66374776582293
"6935",1KME6954N10312,1KME6954N10312,5KME6950N10310,10KME6950N10310,50KME6950N10300,100KME6900N10250,500KME6800N9850,ID_58,"0","0","0","0",1001882.85266113,4004.12638118491,-35.9905108401729,-8.65484451947672
"6936",1KME6954N10313,1KME6954N10313,5KME6950N10310,10KME6950N10310,50KME6950N10300,100KME6900N10250,500KME6800N9850,ID_58,"23","18","41","12",1001884.1505127,4004.12846673256,-35.9911031820014,-8.64594118452888
"6937",1KME6954N10314,1KME6954N10314,5KME6950N10310,10KME6950N10310,50KME6950N10300,100KME6900N10250,500KME6800N9850,ID_58,"35","43","78","18",1001885.27685547,4004.1302110606,-35.9916954849439,-8.63703776092579
"6938",1KME6954N10315,1KME6954N10315,5KME6950N10315,10KME6950N10310,50KME6950N10300,100KME6900N10250,500KME6800N9850,ID_58,"9","19","28","8",1001886.48071289,4004.1321040135,-35.9922877489044,-8.62813424857707
"6939",1KME6954N10316,1KME6954N10316,5KME6950N10315,10KME6950N10310,50KME6950N10300,100KME6900N10250,500KME6800N9850,ID_58,"12","15","27","10",1001887.6138916,4004.13385442539,-35.9928799741322,-8.61923064669303
"6940",1KME6954N10317,1KME6954N10317,5KME6950N10315,10KME6950N10310,50KME6950N10300,100KME6900N10250,500KME6800N9850,ID_58,"0","0","0","0",1001888.76611328,4004.13564681666,-35.9934721606317,-8.61032695539759
"6941",1KME6954N10318,1KME6954N10318,5KME6950N10315,10KME6950N10310,50KME6950N10300,100KME6900N10250,500KME6800N9850,ID_58,"7","5","12","5",1001889.98791504,4004.13757461456,-35.9940643079723,-8.60142317490771
"6942",1KME6954N10319,1KME6954N10319,5KME6950N10315,10KME6950N10310,50KME6950N10300,100KME6900N10250,500KME6800N9850,ID_58,"48","37","85","20",1001891.19750977,4004.13947777976,-35.9946564160774,-8.59251930417827
"6943",1KME6954N10320,1KME6954N10320,5KME6950N10320,10KME6950N10320,50KME6950N10300,100KME6900N10250,500KME6800N9850,ID_58,"22","16","38","8",1001892.38220215,4004.14133074919,-35.99524848578,-8.58361534384324
"6944",1KME6954N10321,1KME6954N10321,5KME6950N10320,10KME6950N10320,50KME6950N10300,100KME6900N10250,500KME6800N9850,ID_58,"3","5","8","2",715326.235839844,3771.96664989624,-35.9947942535149,-8.5754074740578
"6945",1KME6954N10322,1KME6954N10322,5KME6950N10320,10KME6950N10320,50KME6950N10300,100KME6900N10250,500KME6800N9850,ID_58,"20","19","39","17",380153.815307617,2735.94829337926,-35.9935953625507,-8.56600959394996
"6946",1KME6954N10323,1KME6954N10323,5KME6950N10320,10KME6950N10320,50KME6950N10300,100KME6900N10250,500KME6800N9850,ID_58,"12","12","24","6",108911.639038086,1834.2792097317,-35.9931385199872,-8.55878958750574
"6947",1KME6954N10335,1KME6954N10335,5KME6950N10335,10KME6950N10330,50KME6950N10300,100KME6900N10250,500KME6800N9850,ID_58,"3","2","5","1",97566.4194335938,1716.3422427776,-36.0005473010172,-8.44742820377176
"6948",1KME6954N10336,1KME6954N10336,5KME6950N10335,10KME6950N10330,50KME6950N10300,100KME6900N10250,500KME6800N9850,ID_58,"0","0","0","0",480375.017944336,3029.40613013471,-36.0024952167623,-8.44037942436193
"6949",1KME6954N10337,1KME6954N10337,5KME6950N10335,10KME6950N10330,50KME6950N10300,100KME6900N10250,500KME6800N9850,ID_58,"9","9","18","6",872978.034667969,3744.24062358784,-36.0047950692119,-8.43189474512564
"6950",1KME6954N10338,1KME6954N10338,5KME6950N10335,10KME6950N10330,50KME6950N10300,100KME6900N10250,500KME6800N9850,ID_58,"3","2","5","2",1001913.89025879,4004.17489226068,-36.0058990930786,-8.42332843109451
"6951",1KME6954N10339,1KME6954N10339,5KME6950N10335,10KME6950N10330,50KME6950N10300,100KME6900N10250,500KME6800N9850,ID_58,"6","8","14","5",1001915.04943848,4004.17667933924,-36.0064904245381,-8.41442272179236
"6952",1KME6954N10341,1KME6954N10341,5KME6950N10340,10KME6950N10340,50KME6950N10300,100KME6900N10250,500KME6800N9850,ID_58,"34","39","73","22",1001917.49499512,4004.18050114466,-36.0076729714252,-8.39661102049548
"6953",1KME6954N10342,1KME6954N10342,5KME6950N10340,10KME6950N10340,50KME6950N10300,100KME6900N10250,500KME6800N9850,ID_58,"23","29","52","17",1001918.68017578,4004.18233654372,-36.0082641864032,-8.38770502850076
"6954",1KME6954N10343,1KME6954N10343,5KME6950N10340,10KME6950N10340,50KME6950N10300,100KME6900N10250,500KME6800N9850,ID_58,"3","4","7","2",1001919.89428711,4004.1842280239,-36.0088553628062,-8.3787989417178
"6955",1KME6954N10344,1KME6954N10344,5KME6950N10340,10KME6950N10340,50KME6950N10300,100KME6900N10250,500KME6800N9850,ID_58,"3","1","4","1",1001921.07702637,4004.18605630893,-36.009446500366,-8.36989276018137
"6956",1KME6954N10345,1KME6954N10345,5KME6950N10345,10KME6950N10340,50KME6950N10300,100KME6900N10250,500KME6800N9850,ID_58,"11","16","27","8",1001922.28820801,4004.18794005862,-36.010037598901,-8.36098648340698
"6957",1KME6954N10346,1KME6954N10346,5KME6950N10345,10KME6950N10340,50KME6950N10300,100KME6900N10250,500KME6800N9850,ID_58,"0","0","0","0",1001923.48095703,4004.1897867833,-36.010628658746,-8.3520801114487
"6958",1KME6954N10347,1KME6954N10347,5KME6950N10345,10KME6950N10340,50KME6950N10300,100KME6900N10250,500KME6800N9850,ID_58,"19","22","41","9",1001924.74328613,4004.19176901095,-36.0112196799393,-8.3431736435684
"6959",1KME6954N10348,1KME6954N10348,5KME6950N10345,10KME6950N10340,50KME6950N10300,100KME6900N10250,500KME6800N9850,ID_58,"78","83","161","48",1001925.82580566,4004.19339686823,-36.0118106620695,-8.33426708028898
"6960",1KME6954N10349,1KME6954N10349,5KME6950N10345,10KME6950N10340,50KME6950N10300,100KME6900N10250,500KME6800N9850,ID_58,"23","28","51","18",1001927.04467773,4004.19529197401,-36.0124016053184,-8.3253604212835
"6961",1KME6955N10291,1KME6955N10291,5KME6955N10290,10KME6950N10290,50KME6950N10250,100KME6900N10250,500KME6800N9850,ID_58,"4","2","6","2",25388.6904296875,799.312026627226,-35.9731673790148,-8.83788112681926
"6962",1KME6955N10292,1KME6955N10292,5KME6955N10290,10KME6950N10290,50KME6950N10250,100KME6900N10250,500KME6800N9850,ID_58,"12","8","20","5",410886.379638672,2863.49238177086,-35.9720508218521,-8.83169851418617
"6963",1KME6955N10293,1KME6955N10293,5KME6955N10290,10KME6950N10290,50KME6950N10250,100KME6900N10250,500KME6800N9850,ID_58,"0","0","0","0",730803.195678711,3450.85276267627,-35.9712878105253,-8.8232729255455
"6964",1KME6955N10294,1KME6955N10294,5KME6955N10290,10KME6950N10290,50KME6950N10250,100KME6900N10250,500KME6800N9850,ID_58,"0","0","0","0",896055.015014648,3803.3933966235,-35.971132208228,-8.81442594878304
"6965",1KME6955N10295,1KME6955N10295,5KME6955N10295,10KME6950N10290,50KME6950N10250,100KME6900N10250,500KME6800N9850,ID_58,"0","0","0","0",995545.399169922,3967.36918474408,-35.9712708672345,-8.80559507857695
"6966",1KME6955N10296,1KME6955N10296,5KME6955N10295,10KME6950N10290,50KME6950N10250,100KME6900N10250,500KME6800N9850,ID_58,"39","39","78","17",961009.045410156,3923.44339019749,-35.9720152332436,-8.79678384603874
"6967",1KME6955N10297,1KME6955N10297,5KME6955N10295,10KME6950N10290,50KME6950N10250,100KME6900N10250,500KME6800N9850,ID_58,"26","24","50","13",887541.349243164,3796.24510358063,-35.9729479914742,-8.78788339320934
"6968",1KME6955N10298,1KME6955N10298,5KME6955N10295,10KME6950N10290,50KME6950N10250,100KME6900N10250,500KME6800N9850,ID_58,"4","1","5","2",823841.191040039,3620.47412557909,-35.9738209173183,-8.7790785616569
"6969",1KME6955N10299,1KME6955N10299,5KME6955N10295,10KME6950N10290,50KME6950N10250,100KME6900N10250,500KME6800N9850,ID_58,"0","0","0","0",592078.420654297,3198.32111633528,-35.9753933909289,-8.7705376679984
"6970",1KME6955N10300,1KME6955N10300,5KME6955N10300,10KME6950N10300,50KME6950N10300,100KME6900N10250,500KME6800N9850,ID_58,"10","8","18","2",254513.756591797,2531.49315661279,-35.9774429220816,-8.76218002518102
"6971",1KME6955N10301,1KME6955N10301,5KME6955N10300,10KME6950N10300,50KME6950N10300,100KME6900N10250,500KME6800N9850,ID_58,"7","5","12","3",185999.20715332,2568.8163817875,-35.9783214861044,-8.75086497801878
"6972",1KME6955N10302,1KME6955N10302,5KME6955N10300,10KME6950N10300,50KME6950N10300,100KME6900N10250,500KME6800N9850,ID_58,"0","0","0","0",619139.821533203,3260.99290413242,-35.9770825822173,-8.74292683076497
"6973",1KME6955N10303,1KME6955N10303,5KME6955N10300,10KME6950N10300,50KME6950N10300,100KME6900N10250,500KME6800N9850,ID_58,"7","6","13","3",885118.178710938,3752.25701199828,-35.9765193351882,-8.73429430753526
"6974",1KME6955N10304,1KME6955N10304,5KME6955N10300,10KME6950N10300,50KME6950N10300,100KME6900N10250,500KME6800N9850,ID_58,"26","19","45","11",951714.726074219,3870.85138881904,-35.9768071017614,-8.72553281081445
"6975",1KME6955N10305,1KME6955N10305,5KME6955N10305,10KME6950N10300,50KME6950N10300,100KME6900N10250,500KME6800N9850,ID_58,"22","25","47","11",826353.476318359,3640.02377968004,-35.9779411605773,-8.7168389171482
"6976",1KME6955N10306,1KME6955N10306,5KME6955N10305,10KME6950N10300,50KME6950N10300,100KME6900N10250,500KME6800N9850,ID_58,"0","0","0","0",693606.686157227,3647.88127455852,-35.9791481999385,-8.70752126615438
"6977",1KME6955N10307,1KME6955N10307,5KME6955N10305,10KME6950N10300,50KME6950N10300,100KME6900N10250,500KME6800N9850,ID_58,"5","1","6","2",979091.891235352,3894.24257079118,-35.9784610659017,-8.69871260790747
"6978",1KME6955N10308,1KME6955N10308,5KME6955N10305,10KME6950N10300,50KME6950N10300,100KME6900N10250,500KME6800N9850,ID_58,"15","16","31","6",1001861.62756348,4004.08596647234,-35.9789509653634,-8.68988282823758
"6979",1KME6955N10309,1KME6955N10309,5KME6955N10305,10KME6950N10300,50KME6950N10300,100KME6900N10250,500KME6800N9850,ID_58,"82","78","160","43",1001862.82751465,4004.08785883387,-35.9795437636171,-8.68097985961945
"6980",1KME6955N10310,1KME6955N10310,5KME6955N10310,10KME6950N10310,50KME6950N10300,100KME6900N10250,500KME6800N9850,ID_58,"24","33","57","14",1001863.99499512,4004.08968708996,-35.9801365228888,-8.67207680315497
"6981",1KME6955N10311,1KME6955N10311,5KME6955N10310,10KME6950N10310,50KME6950N10300,100KME6900N10250,500KME6800N9850,ID_58,"1","0","1","1",1001865.24462891,4004.09167692615,-35.9807292431934,-8.66317365857618
"6982",1KME6955N10312,1KME6955N10312,5KME6955N10310,10KME6950N10310,50KME6950N10300,100KME6900N10250,500KME6800N9850,ID_58,"69","70","139","38",1001866.36328125,4004.09340554195,-35.9813219245161,-8.65427042570138
"6983",1KME6955N10313,1KME6955N10313,5KME6955N10310,10KME6950N10310,50KME6950N10300,100KME6900N10250,500KME6800N9850,ID_58,"31","28","59","12",1001867.55822754,4004.09528262749,-35.9819145667374,-8.64536710409934
"6984",1KME6955N10314,1KME6955N10314,5KME6955N10310,10KME6950N10310,50KME6950N10300,100KME6900N10250,500KME6800N9850,ID_58,"19","27","46","12",1001868.73278809,4004.09712181272,-35.9825071699768,-8.63646369375164
"6985",1KME6955N10315,1KME6955N10315,5KME6955N10315,10KME6950N10310,50KME6950N10300,100KME6900N10250,500KME6800N9850,ID_58,"48","49","97","31",1001869.9831543,4004.09910949703,-35.9830997346986,-8.6275601943903
"6986",1KME6955N10316,1KME6955N10316,5KME6955N10315,10KME6950N10310,50KME6950N10300,100KME6900N10250,500KME6800N9850,ID_58,"22","29","51","16",1001871.15515137,4004.10094139062,-35.983692260673,-8.61865660576162
"6987",1KME6955N10317,1KME6955N10317,5KME6955N10315,10KME6950N10310,50KME6950N10300,100KME6900N10250,500KME6800N9850,ID_58,"0","0","0","0",1001872.34924316,4004.10281558704,-35.9842847474501,-8.60975292786562
"6988",1KME6955N10318,1KME6955N10318,5KME6955N10315,10KME6950N10310,50KME6950N10300,100KME6900N10250,500KME6800N9850,ID_58,"3","1","4","2",1001873.57885742,4004.10475825193,-35.9848771951835,-8.60084916027186
"6989",1KME6955N10319,1KME6955N10319,5KME6955N10315,10KME6950N10310,50KME6950N10300,100KME6900N10250,500KME6800N9850,ID_58,"72","70","142","28",1001874.72436523,4004.1065328155,-35.9854696041649,-8.59194530283718
"6990",1KME6955N10320,1KME6955N10320,5KME6955N10320,10KME6950N10320,50KME6950N10300,100KME6900N10250,500KME6800N9850,ID_58,"31","39","70","18",1001875.89746094,4004.10836263446,-35.9860619739728,-8.58304135521569
"6991",1KME6955N10321,1KME6955N10321,5KME6955N10320,10KME6950N10320,50KME6950N10300,100KME6900N10250,500KME6800N9850,ID_58,"0","0","0","0",1001877.09887695,4004.11024784525,-35.9866543053013,-8.5741373177542
"6992",1KME6955N10322,1KME6955N10322,5KME6955N10320,10KME6950N10320,50KME6950N10300,100KME6900N10250,500KME6800N9850,ID_58,"6","8","14","6",1001878.22363281,4004.11197742108,-35.9872465976097,-8.56523318967545
"6993",1KME6955N10323,1KME6955N10323,5KME6955N10320,10KME6950N10320,50KME6950N10300,100KME6900N10250,500KME6800N9850,ID_58,"33","26","59","15",991191.103637695,3928.83470381138,-35.9877896514601,-8.5563666242092
"6994",1KME6955N10324,1KME6955N10324,5KME6955N10320,10KME6950N10320,50KME6950N10300,100KME6900N10250,500KME6800N9850,ID_58,"5","7","12","3",674169.660400391,3434.12796304747,-35.987035966459,-8.5478940677552
"6995",1KME6955N10325,1KME6955N10325,5KME6955N10325,10KME6950N10320,50KME6950N10300,100KME6900N10250,500KME6800N9850,ID_58,"0","0","0","0",155477.676391602,2015.0094091486,-35.9855415061042,-8.54052151080439
"6996",1KME6955N10326,1KME6955N10326,5KME6955N10325,10KME6950N10320,50KME6950N10300,100KME6900N10250,500KME6800N9850,ID_58,"11","5","16","5",38224.5969238281,1592.47961188954,-35.9856058019258,-8.52665673022356
"6997",1KME6955N10327,1KME6955N10327,5KME6955N10325,10KME6950N10320,50KME6950N10300,100KME6900N10250,500KME6800N9850,ID_58,"0","0","0","0",291022.377929688,2613.1311902606,-35.987118234917,-8.51974987269442
"6998",1KME6955N10328,1KME6955N10328,5KME6955N10325,10KME6950N10320,50KME6950N10300,100KME6900N10250,500KME6800N9850,ID_58,"0","0","0","0",560151.415283203,3105.06510616017,-35.9888234321547,-8.51140498503305
"6999",1KME6955N10329,1KME6955N10329,5KME6955N10325,10KME6950N10320,50KME6950N10300,100KME6900N10250,500KME6800N9850,ID_58,"8","8","16","6",683509.122314453,3333.8468886155,-35.989936304477,-8.50276795801118
"7000",1KME6955N10330,1KME6955N10330,5KME6955N10330,10KME6950N10330,50KME6950N10300,100KME6900N10250,500KME6800N9850,ID_58,"0","0","0","0",640095.75390625,3251.9749629358,-35.9903255251862,-8.49404089676639
